MOF,PLD,Dimen
qmof-80be546.res,1.11585,nan
qmof-80be73f.res,0.99949,nan
qmof-80c10f6.res,7.10562,2
qmof-80c1ca8.res,1.10583,nan
qmof-80d041c.res,0.93347,nan
qmof-80d3bc6.res,8.76648,3
qmof-80e4d27.res,2.60167,1
qmof-80e781b.res,3.44784,1
qmof-80fed89.res,3.70243,3
qmof-81072bf.res,21.55564,3
qmof-810a1c3.res,3.10852,1
qmof-810b64d.res,3.67019,3
qmof-810dc2c.res,4.67326,1
qmof-810ee9a.res,5.06403,3
qmof-810fb5d.res,7.9694,3
qmof-8121bd5.res,1.13813,nan
qmof-81231aa.res,3.37286,3
qmof-8126366.res,11.93391,3
qmof-812adef.res,0.80276,nan
qmof-813b695.res,1.42632,nan
qmof-8141ce1.res,7.58032,3
qmof-81462ef.res,1.00187,nan
qmof-8146e49.res,7.35015,1
qmof-814bcff.res,0.8278,nan
qmof-81565fb.res,10.9573,3
qmof-81581d3.res,1.05705,nan
qmof-8169402.res,5.62846,1
qmof-8173fb9.res,0.62013,nan
qmof-81886cf.res,5.9221,2
qmof-81894a6.res,1.07814,nan
qmof-8197ed4.res,6.09855,3
qmof-819df1b.res,5.1455,3
qmof-81b989e.res,8.83474,3
qmof-81da3e7.res,5.77224,3
qmof-8219312.res,1.24959,nan
qmof-82276a2.res,4.76201,1
qmof-8241a6b.res,1.23563,nan
qmof-8242b5b.res,2.67469,1
qmof-82448a7.res,7.75897,3
qmof-824883b.res,4.04518,1
qmof-824dc63.res,5.47524,1
qmof-824f9fd.res,3.26589,1
qmof-825c2c6.res,11.55382,3
qmof-826a51f.res,4.95182,3
qmof-826c19b.res,0.95171,nan
qmof-826ca3c.res,5.8903,1
qmof-827fbe8.res,2.14628,nan
qmof-8281b85.res,3.8626,1
qmof-8289b9b.res,2.0108,nan
qmof-8293079.res,7.6459,2
qmof-829d6eb.res,3.57841,1
qmof-82a687d.res,12.28886,3
qmof-82ad652.res,4.2283,1
qmof-82aeeb7.res,3.32376,3
qmof-82af598.res,0.91784,nan
qmof-82c4da0.res,0.98702,nan
qmof-82d5634.res,0,nan
qmof-82d634f.res,3.37114,2
qmof-82ec815.res,4.8923,2
qmof-82f44d0.res,2.27457,nan
qmof-82f46f8.res,20.67131,3
qmof-82f6d0d.res,1.18662,nan
qmof-82f77fa.res,3.87912,1
qmof-82f8bae.res,10.22277,3
qmof-82f9a80.res,2.77464,1
qmof-82fb334.res,1.60478,nan
qmof-82fe308.res,1.07637,nan
qmof-8304c2c.res,15.21332,3
qmof-830caa3.res,5.30381,2
qmof-830ed1c.res,2.36128,nan
qmof-8312100.res,0.85073,nan
qmof-831c36b.res,11.8299,3
qmof-831f088.res,0.7692,nan
qmof-8325046.res,5.22156,2
qmof-833e46c.res,12.9068,3
qmof-833ee2a.res,9.40557,1
qmof-834dbd5.res,0.76617,nan
qmof-835565b.res,11.39401,3
qmof-8363535.res,8.03017,1
qmof-836779c.res,1.26772,nan
qmof-836a415.res,6.81776,3
qmof-83816cc.res,3.66336,2
qmof-8389efb.res,5.48683,3
qmof-83a025d.res,15.47142,3
qmof-83a2b21.res,1.25887,nan
qmof-83a307d.res,7.89834,3
qmof-83a9586.res,13.05859,3
qmof-83aa673.res,4.82701,3
qmof-83affec.res,1.20391,nan
qmof-83bf23c.res,1.1081,nan
qmof-83c5075.res,2.8369,1
qmof-83d60f6.res,9.03269,3
qmof-83d701d.res,16.32874,3
qmof-83f42ba.res,1.00261,nan
qmof-8421750.res,7.26632,1
qmof-8423fa6.res,2.87603,1
qmof-842e3ab.res,1.2502,nan
qmof-842f424.res,1.1591,nan
qmof-843e83f.res,1.4139,nan
qmof-8442243.res,4.71612,3
qmof-8443b22.res,9.39958,3
qmof-84455bc.res,8.89058,3
qmof-845e57e.res,1.08923,nan
qmof-846b87e.res,2.05368,nan
qmof-8471fda.res,9.90449,3
qmof-84773bf.res,3.84771,3
qmof-847d3d6.res,8.04139,3
qmof-848fedb.res,0.96333,nan
qmof-8491eff.res,1.47343,nan
qmof-84941c7.res,0.98584,nan
qmof-8494aed.res,2.99663,1
qmof-849b838.res,9.5009,3
qmof-84a2641.res,8.46772,3
qmof-84d07ac.res,0.80177,nan
qmof-84d13b7.res,5.78319,1
qmof-84d406d.res,0.76217,nan
qmof-84ddd74.res,9.44043,3
qmof-84de20c.res,8.63849,3
qmof-84ef243.res,1.39393,nan
qmof-84f0c81.res,3.46418,1
qmof-84f7c19.res,5.02577,2
qmof-850a307.res,5.21694,1
qmof-850be7b.res,1.31002,nan
qmof-850cb23.res,0.93839,nan
qmof-850dfff.res,0.77987,nan
qmof-85140dd.res,2.45623,1
qmof-8516e22.res,20.34294,1
qmof-852524d.res,1.27014,nan
qmof-852950b.res,9.50926,1
qmof-8529597.res,5.76342,3
qmof-8531dca.res,20.51748,1
qmof-8539847.res,0.94256,nan
qmof-8542c76.res,3.19524,1
qmof-8544627.res,7.74835,3
qmof-8549a5b.res,13.9673,3
qmof-8555126.res,1.99251,nan
qmof-855bf9c.res,1.45088,nan
qmof-855c443.res,1.21028,nan
qmof-855d1ed.res,1.00247,nan
qmof-8564c30.res,0.93549,nan
qmof-856a76d.res,9.93002,3
qmof-85708e7.res,7.18733,1
qmof-8573227.res,7.16666,1
qmof-85841e2.res,1.51073,nan
qmof-85a7780.res,7.94168,3
qmof-85b14f2.res,6.38746,1
qmof-85c3410.res,6.77109,3
qmof-85c92d4.res,7.80991,3
qmof-85c997c.res,9.48332,2
qmof-85cd36a.res,3.27226,1
qmof-85d3da9.res,2.73144,1
qmof-85dd0ae.res,6.93508,3
qmof-85e1f38.res,5.2481,3
qmof-85e4271.res,10.6937,3
qmof-85e66be.res,4.88424,3
qmof-85f265d.res,2.79695,1
qmof-85f4639.res,3.58438,1
qmof-85f8fb2.res,0.9671,nan
qmof-860810d.res,6.67698,1
qmof-860ab15.res,2.02362,nan
qmof-8615dad.res,1.05661,nan
qmof-861ea4a.res,11.67995,3
qmof-862167f.res,1.18645,nan
qmof-8624330.res,2.72238,1
qmof-8625e5f.res,4.50383,3
qmof-862da56.res,2.45414,1
qmof-8636073.res,1.09364,nan
qmof-8637eeb.res,1.50543,nan
qmof-863a165.res,3.48563,1
qmof-863a9f2.res,0.69885,nan
qmof-8645539.res,9.08791,3
qmof-8645d0d.res,2.57518,1
qmof-86482a0.res,13.94183,3
qmof-8648a69.res,7.87367,3
qmof-86777db.res,6.25184,1
qmof-8679519.res,0.76606,nan
qmof-867986f.res,1.29229,nan
qmof-867e31b.res,3.18608,1
qmof-86929da.res,7.65382,3
qmof-86aaca3.res,3.36011,3
qmof-86aace2.res,8.5497,3
qmof-86bee7f.res,7.50682,1
qmof-86c865b.res,3.77431,1
qmof-86d8f05.res,12.75116,3
qmof-86dacbb.res,5.88731,3
qmof-86dd367.res,5.28351,3
qmof-86def04.res,8.23268,1
qmof-8700bb5.res,5.34734,2
qmof-8707b97.res,1.62378,nan
qmof-8708a28.res,0.91489,nan
qmof-870af3e.res,10.57662,3
qmof-870f65c.res,0.7572,nan
qmof-8713184.res,0.59332,nan
qmof-871db39.res,3.9541,2
qmof-871f894.res,0.83088,nan
qmof-87204b7.res,6.73061,2
qmof-87276cb.res,7.61366,3
qmof-872f38f.res,6.55249,1
qmof-874e961.res,1.13563,nan
qmof-875191b.res,2.80309,1
qmof-8752e4d.res,7.60467,3
qmof-8755d63.res,9.35498,3
qmof-875aaeb.res,3.91641,3
qmof-876342b.res,15.27146,3
qmof-8773583.res,8.77956,2
qmof-8786e64.res,3.29708,1
qmof-878fcc2.res,4.75991,3
qmof-8797c0d.res,3.11687,1
qmof-8797c78.res,13.84499,3
qmof-87a0280.res,0.89242,nan
qmof-87a50bd.res,2.83497,1
qmof-87a7761.res,1.66635,nan
qmof-87acc07.res,4.06557,3
qmof-87aed19.res,1.80915,nan
qmof-87b704c.res,6.25001,3
qmof-87b86ca.res,3.27564,1
qmof-87bcdf8.res,2.83993,1
qmof-87c0fca.res,0.86949,nan
qmof-87d1c3f.res,7.33221,1
qmof-87f3627.res,1.08016,nan
qmof-87f5303.res,9.75651,3
qmof-87f69fc.res,3.2625,1
qmof-87f9fa2.res,6.16384,3
qmof-87fd469.res,6.97368,1
qmof-88051ca.res,6.04488,2
qmof-8809609.res,9.08466,3
qmof-880a9d7.res,21.29342,1
qmof-881eff2.res,1.20993,nan
qmof-884095d.res,1.01593,nan
qmof-8870d8c.res,1.09332,nan
qmof-88780ef.res,8.77422,3
qmof-887c43e.res,12.14709,1
qmof-88816e9.res,1.24608,nan
qmof-88a2e0d.res,6.86865,3
qmof-88ad698.res,1.03673,nan
qmof-88adb93.res,7.83906,1
qmof-88aef81.res,1.11669,nan
qmof-88ba9a2.res,5.33073,1
qmof-88bd988.res,2.2855,nan
qmof-88cb1c8.res,1.04205,nan
qmof-88d81f2.res,1.01743,nan
qmof-88d84c1.res,2.25439,nan
qmof-88dbbc6.res,1.11586,nan
qmof-88dd1d6.res,2.44097,3
qmof-88f6b3e.res,8.88922,2
qmof-890bde1.res,9.50879,1
qmof-8917e9f.res,3.64588,3
qmof-8921493.res,3.55598,1
qmof-8925726.res,3.30526,1
qmof-892f04c.res,3.21853,1
qmof-89334e6.res,9.9516,2
qmof-8955ecc.res,14.38163,3
qmof-8958149.res,1.15776,nan
qmof-896109e.res,7.72156,3
qmof-8969958.res,1.39862,nan
qmof-8974c91.res,8.07738,3
qmof-8974e23.res,1.14648,nan
qmof-8975a46.res,5.765,1
qmof-8977f91.res,8.8829,3
qmof-897e923.res,2.75206,1
qmof-897ea77.res,4.62392,2
qmof-8983115.res,6.2516,3
qmof-89836c6.res,5.0158,3
qmof-89882f7.res,5.72032,3
qmof-8990774.res,2.93405,1
qmof-8994818.res,2.44706,1
qmof-8995d9d.res,5.49888,3
qmof-899ea4d.res,1.1677,nan
qmof-89b2572.res,3.58778,1
qmof-89c9846.res,1.07385,nan
qmof-89d5815.res,1.39052,nan
qmof-89e1f79.res,8.52832,3
qmof-89eb540.res,1.21189,nan
qmof-89ecd19.res,10.00384,3
qmof-89f21dc.res,6.83462,3
qmof-89ff3ab.res,2.57003,1
qmof-8a0fc7d.res,6.21721,1
qmof-8a18b5d.res,6.85415,3
qmof-8a1c381.res,7.95195,3
qmof-8a1e648.res,0.99897,nan
qmof-8a28a78.res,0.95962,nan
qmof-8a38035.res,8.19262,1
qmof-8a40c3c.res,1.80132,nan
qmof-8a48168.res,1.05825,nan
qmof-8a4c0f4.res,6.19365,1
qmof-8a4f36f.res,4.76263,1
qmof-8a528fd.res,6.49529,3
qmof-8a79b08.res,12.92897,3
qmof-8a7ef33.res,0.96125,nan
qmof-8a8743f.res,4.10727,1
qmof-8a963fe.res,2.53878,2
qmof-8a9ad79.res,0.84018,nan
qmof-8ab12fe.res,6.35856,1
qmof-8ab5525.res,2.85241,1
qmof-8aba187.res,4.97486,2
qmof-8abf698.res,4.64223,3
qmof-8ada83c.res,9.21023,3
qmof-8aec2ae.res,13.54956,2
qmof-8aec8b9.res,3.03307,1
qmof-8af2c4b.res,0.86863,nan
qmof-8af78c6.res,1.93107,nan
qmof-8b03127.res,0.78667,nan
qmof-8b06bb4.res,1.21559,nan
qmof-8b2104f.res,2.53117,1
qmof-8b32414.res,10.6251,3
qmof-8b33928.res,10.16846,3
qmof-8b3aceb.res,3.30415,1
qmof-8b3b2f2.res,1.91917,nan
qmof-8b50aa7.res,4.9274,1
qmof-8b50b3f.res,6.22631,3
qmof-8b511ee.res,4.76209,3
qmof-8b54b98.res,14.05548,3
qmof-8b5a121.res,5.72064,3
qmof-8b79c84.res,3.28556,1
qmof-8b89165.res,17.87823,1
qmof-8b907a1.res,12.7332,3
qmof-8b975ac.res,4.54821,2
qmof-8ba1416.res,5.7323,1
qmof-8ba3a23.res,7.99949,3
qmof-8bb4c72.res,4.50769,1
qmof-8bbb54c.res,0.98998,nan
qmof-8bbce0c.res,1.22889,nan
qmof-8bcc15f.res,6.49729,3
qmof-8bd7cf4.res,2.95038,1
qmof-8bdb6a2.res,1.69501,nan
qmof-8be85a4.res,0.86788,nan
qmof-8bec27b.res,1.26125,nan
qmof-8bf6708.res,6.64407,3
qmof-8bfc542.res,10.61566,3
qmof-8bfd99e.res,6.45831,3
qmof-8bfe542.res,4.5064,2
qmof-8c02759.res,5.15981,2
qmof-8c0809c.res,3.64926,3
qmof-8c157d2.res,2.12494,nan
qmof-8c20c8f.res,1.45105,nan
qmof-8c27956.res,1.19495,nan
qmof-8c2860b.res,1.0047,nan
qmof-8c2e3e2.res,11.90281,3
qmof-8c309fb.res,4.75119,3
qmof-8c3516d.res,0.90958,nan
qmof-8c3a7df.res,0.85627,nan
qmof-8c434be.res,1.17784,nan
qmof-8c4b003.res,6.09559,3
qmof-8c4d2f0.res,1.01547,nan
qmof-8c50340.res,1.04088,nan
qmof-8c5d275.res,6.54016,3
qmof-8c5fcb0.res,0.85142,nan
qmof-8c7fa0e.res,3.74961,3
qmof-8c8b556.res,1.06967,nan
qmof-8c9e787.res,1.34912,nan
qmof-8cadfa4.res,8.19617,2
qmof-8cc5219.res,3.3149,1
qmof-8ccaa8e.res,0.81896,nan
qmof-8ccd305.res,0.79964,nan
qmof-8cd9d78.res,1.13798,nan
qmof-8ce7163.res,4.72846,1
qmof-8cf1104.res,1.26666,nan
qmof-8cf4e29.res,1.21618,nan
qmof-8cfc29d.res,1.17171,nan
qmof-8cfe4a4.res,12.92596,1
qmof-8d1e5f0.res,5.84215,1
qmof-8d258c7.res,4.86029,2
qmof-8d35173.res,0.8233,nan
qmof-8d3595d.res,1.21432,nan
qmof-8d37439.res,6.36824,3
qmof-8d39634.res,5.06313,3
qmof-8d4d40a.res,14.91406,3
qmof-8d4ecf8.res,6.85643,3
qmof-8d604e0.res,1.30768,nan
qmof-8d66f49.res,22.31181,1
qmof-8d68d51.res,11.1488,3
qmof-8d7621b.res,3.33131,3
qmof-8dc527b.res,1.22177,nan
qmof-8dd89f6.res,9.50076,2
qmof-8de0c10.res,4.44199,3
qmof-8de75d0.res,2.3201,nan
qmof-8e0ee46.res,2.41466,1
qmof-8e10b7f.res,11.04879,3
qmof-8e117f6.res,1.02196,nan
qmof-8e24f41.res,7.86822,3
qmof-8e251f4.res,5.69192,3
qmof-8e256bb.res,1.3665,nan
qmof-8e2852e.res,1.61648,nan
qmof-8e3629b.res,12.54253,3
qmof-8e45c8d.res,8.47659,1
qmof-8e4b4ba.res,0.9541,nan
qmof-8e51355.res,10.21486,3
qmof-8e51b6a.res,0.80934,nan
qmof-8e6c83a.res,3.06277,1
qmof-8ea1296.res,3.24907,2
qmof-8eb67f4.res,5.57623,3
qmof-8ebb004.res,1.70316,nan
qmof-8ed0ec6.res,1.03229,nan
qmof-8ed6a02.res,2.13696,nan
qmof-8edbca3.res,1.66888,nan
qmof-8ee1311.res,10.86324,3
qmof-8ee59c2.res,10.87645,3
qmof-8ee832a.res,2.52193,1
qmof-8ee91a2.res,2.56973,1
qmof-8ef3f6d.res,1.17265,nan
qmof-8f052bd.res,0.68293,nan
qmof-8f0fcd4.res,9.44069,3
qmof-8f1bc5a.res,2.58837,1
qmof-8f38e7a.res,14.33831,3
qmof-8f3a169.res,0.97059,nan
qmof-8f40bf6.res,1.21867,nan
qmof-8f41817.res,9.20888,3
qmof-8f48272.res,2.5339,1
qmof-8f72013.res,1.05199,nan
qmof-8f72f08.res,7.4709,3
qmof-8f7bf53.res,0.87455,nan
qmof-8f7fc45.res,5.28514,3
qmof-8f84700.res,1.61291,nan
qmof-8f8a69e.res,2.86027,1
qmof-8f8d1f6.res,3.65865,3
qmof-8f8e33d.res,4.54877,3
qmof-8fa99e8.res,1.00327,nan
qmof-8fbcfd3.res,14.11596,3
qmof-8fcbf8c.res,3.12221,2
qmof-8fcf6fb.res,9.07803,1
qmof-8fd4a33.res,5.27714,1
qmof-8fd6676.res,11.78547,1
qmof-8fddab8.res,7.59004,3
qmof-8fdee46.res,7.86868,3
qmof-900fee9.res,5.06552,3
qmof-9022510.res,9.24098,3
qmof-9022ab8.res,5.96636,3
qmof-90271e6.res,0.99923,nan
qmof-9034501.res,2.41197,1
qmof-903582e.res,1.175,nan
qmof-904178f.res,6.87822,3
qmof-904c7c6.res,3.33847,3
qmof-904fd21.res,1.00529,nan
qmof-905288f.res,8.65664,3
qmof-905a17b.res,7.16992,1
qmof-905c032.res,4.7839,2
qmof-9067258.res,3.79114,3
qmof-9073ecb.res,4.92519,3
qmof-907de5a.res,4.54382,3
qmof-9085c0a.res,3.15884,3
qmof-909d17d.res,7.86145,3
qmof-909f534.res,0.88772,nan
qmof-90a3f60.res,6.81315,2
qmof-90bd8c0.res,0.96384,nan
qmof-90c3233.res,0.95758,nan
qmof-90cd512.res,20.59213,1
qmof-90cd704.res,11.36551,3
qmof-90cfb6b.res,1.48157,nan
qmof-90d872c.res,3.38431,1
qmof-90d886e.res,9.88589,3
qmof-90dc7f1.res,1.1107,nan
qmof-90e1089.res,2.34298,nan
qmof-90ea100.res,8.27974,1
qmof-90ec5b5.res,3.79471,1
qmof-90f37ad.res,4.75274,3
qmof-9118ee0.res,7.68621,3
qmof-912bab6.res,6.35372,1
qmof-9132b62.res,7.86943,3
qmof-9135e11.res,15.34347,3
qmof-913739a.res,7.03253,3
qmof-913d114.res,11.91281,3
qmof-91482b3.res,8.60305,3
qmof-914b104.res,8.11636,3
qmof-914ea4d.res,6.46485,3
qmof-915bbb7.res,5.14902,1
qmof-916080a.res,1.05099,nan
qmof-9168a42.res,1.44854,nan
qmof-91692c9.res,5.87622,3
qmof-916c1c5.res,21.05769,1
qmof-9179878.res,1.34246,nan
qmof-917b27a.res,20.9056,1
qmof-9184c9f.res,1.34987,nan
qmof-918c8d1.res,0.94847,nan
qmof-918cd0a.res,1.77607,nan
qmof-918ced2.res,1.44443,nan
qmof-918e13a.res,5.34491,3
qmof-919c532.res,13.76905,3
qmof-919ea19.res,1.38227,nan
qmof-91a02c3.res,13.96597,3
qmof-91a9c47.res,4.57915,2
qmof-91af4b8.res,5.32534,3
qmof-91b0817.res,4.76155,1
qmof-91c9eea.res,10.58591,3
qmof-91d3cdc.res,3.0372,1
qmof-91da70f.res,8.82225,1
qmof-91daed1.res,0.93126,nan
qmof-91dccb1.res,1.17355,nan
qmof-91ef893.res,8.78226,3
qmof-91f3692.res,0.9852,nan
qmof-9203389.res,13.91948,3
qmof-920b878.res,7.72321,2
qmof-920d36d.res,5.98816,3
qmof-9225553.res,1.1241,nan
qmof-922a0bb.res,5.92293,3
qmof-922fdba.res,10.22035,3
qmof-9238a46.res,3.45487,1
qmof-923d007.res,0.93219,nan
qmof-92554a4.res,0.90117,nan
qmof-925a580.res,14.98786,1
qmof-926904e.res,0.82249,nan
qmof-9269a92.res,1.09111,nan
qmof-9277d51.res,9.90073,1
qmof-927d241.res,6.81557,2
qmof-9286298.res,2.18962,nan
qmof-9289c6f.res,1.02419,nan
qmof-929f022.res,4.69323,3
qmof-92a333a.res,0.73793,nan
qmof-92a9fd3.res,2.09805,nan
qmof-92bca5d.res,3.27774,1
qmof-92c3fea.res,1.05756,nan
qmof-92cdfe5.res,2.26062,nan
qmof-92d67c2.res,1.13349,nan
qmof-92dca89.res,8.35249,3
qmof-92deae3.res,1.1261,nan
qmof-92e7fb5.res,5.48688,1
qmof-92ecd60.res,2.27739,nan
qmof-92f1c98.res,1.01664,nan
qmof-92f3405.res,1.15006,nan
qmof-92fee50.res,2.2942,nan
qmof-93008c0.res,7.87566,3
qmof-9300c45.res,3.49861,1
qmof-930ace4.res,2.45193,1
qmof-930e104.res,6.35652,3
qmof-9314947.res,6.58518,3
qmof-9321947.res,19.31349,1
qmof-9334110.res,1.01349,nan
qmof-933e26a.res,3.38563,2
qmof-9342989.res,3.35372,3
qmof-9350ae6.res,2.42077,1
qmof-9352463.res,2.25956,nan
qmof-935da74.res,2.13054,nan
qmof-936731e.res,7.58942,2
qmof-9369b89.res,1.36704,nan
qmof-936c1e7.res,0.82191,nan
qmof-9383c98.res,0.79965,nan
qmof-9384b06.res,0.8197,nan
qmof-938679b.res,1.43407,nan
qmof-938aa79.res,5.33047,3
qmof-938bfee.res,8.12374,3
qmof-938ce2b.res,1.10735,nan
qmof-938e4e7.res,2.94798,1
qmof-938e807.res,3.88389,2
qmof-939017e.res,0.99892,nan
qmof-9393f87.res,9.28717,1
qmof-93941e0.res,6.10336,3
qmof-93add93.res,5.4099,3
qmof-93ae400.res,0.89493,nan
qmof-93bad37.res,7.25945,3
qmof-93c4073.res,0.87007,nan
qmof-93c77bb.res,13.23933,3
qmof-93caad9.res,8.79647,2
qmof-93cec0b.res,9.30813,3
qmof-93da51e.res,2.89058,2
qmof-93db7c2.res,7.29179,3
qmof-93ec4e0.res,1.34902,nan
qmof-93ecc7d.res,4.91385,3
qmof-93f225f.res,4.98821,3
qmof-93f5d32.res,1.06494,nan
qmof-940010e.res,0.63693,nan
qmof-940f796.res,3.31953,3
qmof-9410a8e.res,4.61477,3
qmof-94124d1.res,6.58824,3
qmof-94148b4.res,1.17226,nan
qmof-94199a7.res,0.73767,nan
qmof-942cfbd.res,9.91438,3
qmof-9443441.res,1.11375,nan
qmof-9444e9b.res,0.9731,nan
qmof-944634c.res,1.03672,nan
qmof-944cb8b.res,7.00657,3
qmof-945824a.res,7.21674,3
qmof-945b6a5.res,4.25445,1
qmof-9466ec6.res,4.48248,1
qmof-946ef24.res,12.57886,3
qmof-9470209.res,13.13202,3
qmof-94745cd.res,3.69617,3
qmof-947fb3e.res,1.45584,nan
qmof-9488d31.res,8.17391,3
qmof-94898ae.res,1.1006,nan
qmof-9489acc.res,5.57584,1
qmof-948e0af.res,3.2838,1
qmof-94979df.res,13.98747,3
qmof-94a607c.res,0.97255,nan
qmof-94a67e3.res,0.95179,nan
qmof-94ab9a7.res,3.71239,3
qmof-94af341.res,6.27225,3
qmof-94df011.res,10.4019,1
qmof-94e212d.res,14.13049,3
qmof-94e2360.res,0.76536,nan
qmof-94e8b5f.res,1.26764,nan
qmof-94ee8a1.res,2.982,2
qmof-951ed7a.res,3.89787,3
qmof-9525030.res,12.49757,3
qmof-95355e3.res,4.46851,3
qmof-953f377.res,0.9921,nan
qmof-9544bd5.res,1.4077,nan
qmof-95529aa.res,1.25901,nan
qmof-955fe88.res,23.17582,3
qmof-9564d97.res,1.05061,nan
qmof-956904d.res,2.40769,1
qmof-956de34.res,12.59176,3
qmof-956f0fd.res,1.02934,nan
qmof-9576ffc.res,13.33979,3
qmof-95786c6.res,1.66575,nan
qmof-958509e.res,19.99947,1
qmof-95853a9.res,7.58177,3
qmof-958851d.res,4.39205,1
qmof-959ceef.res,9.90802,3
qmof-959fc3d.res,9.40827,3
qmof-95a18a7.res,13.21839,3
qmof-95ac571.res,1.35263,nan
qmof-95c1284.res,0.97961,nan
qmof-95c22b4.res,9.53743,3
qmof-95ca2a6.res,3.56119,3
qmof-95ce74c.res,11.70854,1
qmof-95d0a04.res,4.38242,3
qmof-95dc3e3.res,7.90753,3
qmof-95de84b.res,4.25908,3
qmof-95e957c.res,3.40671,3
qmof-95e9665.res,6.70331,1
qmof-95ec286.res,5.66508,3
qmof-95efdd8.res,2.06,nan
qmof-95fee54.res,1.40823,nan
qmof-961130e.res,1.0919,nan
qmof-961ba99.res,7.30651,2
qmof-961be1d.res,5.32657,3
qmof-96365be.res,9.57347,2
qmof-9637700.res,7.85315,1
qmof-963fe22.res,5.83842,3
qmof-9642661.res,9.05271,1
qmof-96468f2.res,1.90394,nan
qmof-9650908.res,21.95865,1
qmof-9651473.res,1.04351,nan
qmof-9679def.res,1.02822,nan
qmof-968da45.res,3.15767,1
qmof-96928dc.res,1.48974,nan
qmof-969a9d8.res,5.20355,3
qmof-96a0495.res,0.96544,nan
qmof-96a5399.res,1.06684,nan
qmof-96a7476.res,2.08542,nan
qmof-96bfe65.res,3.7099,1
qmof-96c10f1.res,0.85574,nan
qmof-96d4798.res,3.77329,1
qmof-96e0e51.res,0.85984,nan
qmof-96eb05f.res,1.26561,nan
qmof-96eb4ec.res,6.646,1
qmof-96f2489.res,5.63699,1
qmof-96f5c8f.res,7.84049,3
qmof-970159e.res,1.59008,nan
qmof-9702053.res,1.18232,nan
qmof-9706669.res,1.25726,nan
qmof-9711c38.res,8.36678,3
qmof-972dddd.res,4.06651,2
qmof-972e98d.res,3.68615,1
qmof-97343a4.res,6.53924,2
qmof-9747028.res,1.16322,nan
qmof-9750008.res,5.20799,3
qmof-975986a.res,4.94626,3
qmof-975d128.res,0.81464,nan
qmof-976b7ca.res,10.71299,3
qmof-976e488.res,6.20065,3
qmof-976eddf.res,10.89984,2
qmof-977fd47.res,0.91037,nan
qmof-978268d.res,6.39296,1
qmof-9794e9c.res,1.16844,nan
qmof-9797a23.res,2.84474,1
qmof-97a442c.res,2.62593,2
qmof-97ab01d.res,4.60908,3
qmof-97abf16.res,7.21781,1
qmof-97acff8.res,16.99345,1
qmof-97b17d1.res,11.24072,3
qmof-97bca44.res,5.90353,3
qmof-97c430f.res,2.03584,nan
qmof-97d5d0e.res,12.63634,3
qmof-97d9145.res,1.49766,nan
qmof-97e3855.res,3.67205,3
qmof-97e4a61.res,0.94076,nan
qmof-97ecc81.res,9.19951,3
qmof-97ee5b6.res,21.00436,3
qmof-97f0ee1.res,1.04149,nan
qmof-97fb071.res,5.06007,1
qmof-97fc651.res,0.87197,nan
qmof-981d15e.res,2.95155,1
qmof-98440a2.res,1.49539,nan
qmof-984892e.res,4.88566,2
qmof-9857976.res,7.45897,3
qmof-985a6f6.res,1.03929,nan
qmof-986eab9.res,1.14977,nan
qmof-986f968.res,1.40607,nan
qmof-9883029.res,1.13178,nan
qmof-98865a0.res,20.41282,1
qmof-98a73a2.res,3.24769,3
qmof-98a7b30.res,1.59579,nan
qmof-98a95a8.res,11.7619,1
qmof-98ad58c.res,1.08566,nan
qmof-98b30ec.res,9.24047,3
qmof-98be2f1.res,6.34623,3
qmof-98c31c9.res,1.3211,nan
qmof-98cdd63.res,1.10723,nan
qmof-98d06b7.res,9.07129,3
qmof-98d4a6a.res,3.30135,1
qmof-98f664f.res,5.99339,3
qmof-98f79b2.res,0.94391,nan
qmof-9931f8f.res,9.17462,3
qmof-9932be2.res,0.87893,nan
qmof-993a419.res,15.32529,3
qmof-993b0c7.res,9.72576,3
qmof-993b30b.res,0.97766,nan
qmof-993d33b.res,1.04138,nan
qmof-9940a4e.res,1.09642,nan
qmof-9943ad5.res,2.01868,nan
qmof-994af66.res,12.37923,1
qmof-995cbe7.res,12.69394,3
qmof-9964e9d.res,3.95223,1
qmof-9968ce6.res,2.54846,1
qmof-996e2da.res,0.83805,nan
qmof-99746c8.res,8.28076,3
qmof-998553b.res,1.18491,nan
qmof-999122e.res,8.09439,3
qmof-9997f68.res,10.73169,3
qmof-99a28de.res,7.89606,3
qmof-99a78f3.res,11.10868,3
qmof-99abeac.res,21.00539,1
qmof-99cc81d.res,3.40036,1
qmof-99d7983.res,4.64033,1
qmof-99d83eb.res,10.57926,3
qmof-99e415f.res,1.24026,nan
qmof-99e4b8e.res,3.00693,1
qmof-99e633f.res,7.29237,2
qmof-99ed3b6.res,7.83131,3
qmof-99fa841.res,1.38382,nan
qmof-9a00804.res,7.60067,3
qmof-9a04c15.res,20.80552,3
qmof-9a1b21d.res,1.76249,nan
qmof-9a34843.res,3.44312,2
qmof-9a3d004.res,9.92604,1
qmof-9a4ccd1.res,1.23224,nan
qmof-9a5440e.res,5.09876,1
qmof-9a5cf00.res,2.46201,1
qmof-9a60b76.res,1.14036,nan
qmof-9a65528.res,6.54938,3
qmof-9a67fd7.res,1.03269,nan
qmof-9a71d60.res,6.39313,3
qmof-9a7b594.res,11.37695,2
qmof-9a88589.res,14.0101,3
